header,class,mechanism,group
AGly|3Aac6-Iae|AB104852|1935-2486|552|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
@phgb|X59968|507-1686|ARO:3002690|cml|Phenicol|Phenicol_efflux_pumps|CML,Phenicol,Phenicol efflux pumps,CML
gi|472232605|emb|FR848831.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|291163432|gb|GQ396303.1|betalactams|Class_A_betalactamases|PER,betalactams,Class A betalactamases,PER
Mdr|NC_002745.1124085|Multi-drug_resistance|MDR_regulator|ARLS,Multi-drug resistance,MDR regulator,ARLS
1002|AF140221.1|AF140221|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|LEN-7|AJ635425|1-789|789|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
Tmt|DfrA14|GU726917|72-545|474|Trimethoprim|Dihydrofolate_reductase|DHFR,Trimethoprim,Dihydrofolate reductase,DHFR
Tet|tetD_5_X65876|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETD,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETD
@pvgb|NC_007779|986315-987404|ARO:3003390|Escherichia|Multi-drug_resistance|Mutant_porin_proteins|OMPF,Multi-drug resistance,Mutant porin proteins,OMPF
Bla|CTX-M-97|HM776707|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|CMY-95|JX514369|297-1483|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
@phgb|AP009048|3980025-3981183|ARO:3000795|mdtE|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTE,Multi-drug resistance,Multi-drug efflux pumps,MDTE
Bla|OXA-194|HQ425492|1-822|822|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|591542910|gb|KJ207206.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
gi|803434319|dbj|LC037981.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
1233|AY139598.1|AY139598|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Bla|SHV-75|AM176550|31-891|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Flq|QnrB32|JN173054|37-681|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
@phgb|AY458224|706-1183|ARO:3002529|AAC3-Id|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
977|DQ018711.1|DQ018711|Glycopeptides|VanA-type_resistance_protein|VANXA,Glycopeptides,VanA-type resistance protein,VANXA
Flq|QnrB3|DQ303920|37-681|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
@pvgb|NC_003197|4038854-4041269|ARO:3003307|Salmonella|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB
@phgb|AF416700|56-764|ARO:3000842|EBR-1|betalactams|Class_B_betalactamases|EBR1,betalactams,Class B betalactamases,EBR1
@phgb|NC_002516|2211321-2212512|ARO:3002982|amrA|Multi-drug_resistance|Multi-drug_efflux_pumps|AMRA,Multi-drug resistance,Multi-drug efflux pumps,AMRA
gi|342219561|gb|JN211012.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|GES-6|AY494718|1-864|864|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
@phgb|NC_007907|4208791-4209754|ARO:3003725|VanXI|Glycopeptides|VanI-type_resistance_protein|VANXI,Glycopeptides,VanI-type resistance protein,VANXI
1850|AF156486.1|AF156486|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Bla|SHV-45_1_AF547625|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
518|AJ007350.1|AJ007350|betalactams|Class_A_betalactamases|ACI,betalactams,Class A betalactamases,ACI
gi|544207403|gb|KF203102.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|CMY-79|JQ733576|1028-2173|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Tmt|dfrA1_25_AJ844287|Trimethoprim|Dihydrofolate_reductase|DHFR,Trimethoprim,Dihydrofolate reductase,DHFR
@phgb|S48276|478-1129|ARO:3002670|cat|Phenicol|Phenicol_efflux_pumps|CAT,Phenicol,Phenicol efflux pumps,CAT
986|AM237806.1|AM237806|Trimethoprim|Dihydrofolate_reductase|DHFR,Trimethoprim,Dihydrofolate reductase,DHFR
Bla|CTX-M-94|HM167760|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|56069564|gb|AY822595.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
7|AF173226.1|AF173226|Multi-drug_resistance|Multi-drug_efflux_pumps|sme,Multi-drug resistance,Multi-drug efflux pumps,sme
1058|unknown_id|unknown_name|betalactams|Penicillin_binding_protein|PBP2,betalactams,Penicillin binding protein,PBP2
@phgb|KF147862|0-654|ARO:3000559|adeN|Multi-drug_resistance|MDR_regulator|ADEN,Multi-drug resistance,MDR regulator,ADEN
Mdr|AP009048.1|gene2135|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTD,Multi-drug resistance,Multi-drug efflux pumps,MDTD
1211|U50278.1|ECU50278|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
Bla|OXA-219|JN215211|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
1403|FM207631.1|FM207631|Trimethoprim|Dihydrofolate_reductase|DHFR,Trimethoprim,Dihydrofolate reductase,DHFR
Elf|NC_002516.2.881697|Elfamycins|EF-Tu_inhibition|TUFAB,Elfamycins,EF-Tu inhibition,TUFAB
Sul|sul1_23_AJ621187|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
gi|817490722|gb|KP264125.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Tmt|DfrA21|AY552589|1-498|498|Trimethoprim|Dihydrofolate_reductase|DHFR,Trimethoprim,Dihydrofolate reductase,DHFR
978|DQ018711.1|DQ018711|Glycopeptides|VanA-type_accessory_protein|VANYA,Glycopeptides,VanA-type accessory protein,VANYA
Gly|VanX-B_1_AF192329|Glycopeptides|VanB-type_resistance_protein|VANXB,Glycopeptides,VanB-type resistance protein,VANXB
Gly|VanTc4|EU151753|1647-3749|2103|Glycopeptides|VanC-type_resistance_protein|VANTC,Glycopeptides,VanC-type resistance protein,VANTC
gi|291501731|gb|GU827715.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|20805893|gb|AF506748.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|SHV-5_2_AF462394|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|78057321|gb|DQ223685.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|CMY-6|AJ011293|1-1146|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
1191|AJ243491.1|AJ243491|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
gi|209974341|gb|FJ360884.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
AGly|Aac3-I|AJ877225|5293-5757|465|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
@pvgb|CP002695|3866610-3867801|ARO:3001312|elfamycin|Elfamycins|EF-Tu_inhibition|TUFAB,Elfamycins,EF-Tu inhibition,TUFAB
@phgb|AB639410|0-1404|ARO:3003039|oprA|Multi-drug_resistance|Multi-drug_efflux_pumps|OPRA,Multi-drug resistance,Multi-drug efflux pumps,OPRA
Bla|IMP-13_1_AJ512502|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
Bla|CMY-66|JN714478|1035-2180|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|SHV-59|AY790341|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Gly|VanS-Pt|AY926880|1391-2551|1461|Glycopeptides|VanA-type_regulator|VANSA,Glycopeptides,VanA-type regulator,VANSA
MLS|lnuF_2_DQ836009|MLS|Lincosamide_nucleotidyltransferases|LNUF,MLS,Lincosamide nucleotidyltransferases,LNUF
Bla|NC_010066.5774791|betalactams|Class_A_betalactamases|BLAZ,betalactams,Class A betalactamases,BLAZ
Bla|TEM-207_1_KC818234|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Mdr|NC_002516.2.882884|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXF,Multi-drug resistance,Multi-drug efflux pumps,MEXF
Bla|OCH-6|AJ295344|1-1173|1173|betalactams|Class_C_betalactamases|OCH,betalactams,Class C betalactamases,OCH
Tet|tetC_2_NC_003123|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETC,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETC
Bla|FR717535.1|gene1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
AGly|AadB|JQ690540|4275-4808|534|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT2-DPRIME
MLS|VatD|L12033|162-791|630|MLS|Streptogramin_A_O-acetyltransferase|VATD,MLS,Streptogramin A O-acetyltransferase,VATD
Mdr|NC_002695.1.910541|Multi-drug_resistance|MDR_regulator|CPXAR,Multi-drug resistance,MDR regulator,CPXAR
gi|448819157|gb|JX049131.1|betalactams|Class_C_betalactamases|FOX,betalactams,Class C betalactamases,FOX
Rif|NC_011035.1.6448762|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
Bla|TEM-195|JN935137|1-861|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|PER-7|JQ639792|6580-7506|927|betalactams|Class_A_betalactamases|PER,betalactams,Class A betalactamases,PER
1209|GQ202693.1|GQ202693|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
gi|13310176|gb|AF329699.1|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
Tet|tetM_13_AM990992|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM
605|V01547.1|V01547|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
Tet|tet40_2_FJ158002|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TET40
@phgb|X55652|1123-1939|ARO:3002536|AAC3-IIIa|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
Fos|fosB_3_HQ219726|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,Fosfomycin,Fosfomycin thiol transferases,FOSB
gi|15485218|emb|AJ308558.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|595583485|gb|KF992028.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
1106|AY248038.1|AY248038|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
gi|508128869|gb|KC964871.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|CTX-M-11|AY005110|254-1402|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|OXA-5|X58272|80-883|804|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|CTX-M-62_1_EF219134|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|KF885217.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
182|AF118107.1|AF118107|Phenicol|Phenicol_efflux_pumps|FLOR,Phenicol,Phenicol efflux pumps,FLOR
Bla|OXA-357_1_KF421160|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
AGly|AF355189.1|gene2|2|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|SHV-51|AY289548|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|SHV-11_9_FJ483937|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
386|AB016934.1|AB016934|Fosfomycin|Fosfomycin_phosphorylation|FOMB,Fosfomycin,Fosfomycin phosphorylation,FOMB
AGly|AY115475.1|gene3|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Phe|X60827.1|gene2|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
gi|70980483|emb|AM049399.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
@phgb|FN543093|2365648-2366056|ARO:3000149|FosA|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA
@phgb|AF117743|0-780|ARO:3001077|SHV-19|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|CMY-71|JQ711184|1027-2172|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|AJ584652.2|gene3|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
@phgb|GQ131574|70-916|ARO:3000861|rmtC|Aminoglycosides|16S_rRNA_methyltransferases|RMTC,Aminoglycosides,16S rRNA methyltransferases,RMTC
MLS|vatE_3_AF153312|MLS|Streptogramin_A_O-acetyltransferase|VATE,MLS,Streptogramin A O-acetyltransferase,VATE
Bla|GOB-8|AY348327|1-873|873|betalactams|Class_B_betalactamases|GOB,betalactams,Class B betalactamases,GOB
Tet|tetM_4_X75073|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM
gi|591389151|gb|KF986258.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|OXA-251|JN118546|1762-2562|801|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Mdr|NC_002953.2862195|Multi-drug_resistance|MDR_regulator|ARLR,Multi-drug resistance,MDR regulator,ARLR
gi|66220179|gb|DQ023162.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
@phgb|JX524191|395-1271|ARO:3002324|KPC-14|betalactams|Class_A_betalactamases|KPC,betalactams,Class A betalactamases,KPC
1903|unknown_id|unknown_name|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|56554770|gb|AY847147.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Phe|X92945|gene|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
AGly|AF043381.1|gene2|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|FONA-2|AJ251240|1054-1941|888|betalactams|Class_A_betalactamases|FONA,betalactams,Class A betalactamases,FONA
Bla|OXA-67|DQ491200|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|cphA8|AY261375|1-765|765|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA
Tet|TetX|M37699|586-1752|1167|Tetracyclines|Tetracycline_inactivation_enzymes|TETX,Tetracyclines,Tetracycline inactivation enzymes,TETX
Sul|CR628337.1|gene2815|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Bla|mecA_7_BA000018|betalactams|Penicillin_binding_protein|MECA,betalactams,Penicillin binding protein,MECA
Tmt|AJ605332.1|gene1|Trimethoprim|Dihydrofolate_reductase|DHFR,Trimethoprim,Dihydrofolate reductase,DHFR
gi|452084994|emb|HE614014.2|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Flq|QnrD|FJ228229|554-1198|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,Fluoroquinolones,Quinolone resistance protein Qnr,QNRD
@phgb|AB219524.1|1176-4338|ARO:3003699|mexQ|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXQ,Multi-drug resistance,Multi-drug efflux pumps,MEXQ
Tet|TetD|AB089602|1521-2705|1185|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETD,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETD
Gly|VanY-Pt_3_DQ018710|Glycopeptides|VanA-type_accessory_protein|VANYA,Glycopeptides,VanA-type accessory protein,VANYA
1356|AF426161.1|AF426161|betalactams|Class_A_betalactamases|DES1,betalactams,Class A betalactamases,DES1
gi|62736339|gb|AY553332.1|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
Bla|OXA-173|HM113559|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
MLS|NC_003098.1.933922|MLS|Macrolide_resistance_efflux_pumps|MEFA,MLS,Macrolide resistance efflux pumps,MEFA
gi|695198991|ref|NG_035137.1|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
Gly|VanR-Pt|DQ018711|1-696|696|Glycopeptides|VanA-type_regulator|VANRA,Glycopeptides,VanA-type regulator,VANRA
Flq|CP001581.1|gene3048|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
gi|751813257|gb|KM979377.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|Y17584.1|gene1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Tet|tetM_1_X92947|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM
MLS|vatE_9_AY043210|MLS|Streptogramin_A_O-acetyltransferase|VATE,MLS,Streptogramin A O-acetyltransferase,VATE
Tmt|Dfr16|AF077008|115-558|474|Trimethoprim|Dihydrofolate_reductase|DHFR,Trimethoprim,Dihydrofolate reductase,DHFR
Bla|OXA-51_4_EU25595|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
1258|HQ693810.1|HQ693810|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
Bla|CTX-M-103_1_HG423149|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|OXA-93|DQ519087|39-863|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|698174157|gb|KM087833.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
@phgb|U00096|2368038-2370021|ARO:3002985|arnA|Cationic_antimicrobial_peptides|Lipid_A_modification|ARNA,Cationic antimicrobial peptides,Lipid A modification,ARNA
AGly|M26879|gene|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
@phgb|AF015628|398-1286|ARO:3001308|VgbB|MLS|Streptogramin_B_ester_bond_cleavage|VGBB,MLS,Streptogramin B ester bond cleavage,VGBB
gi|5650760|gb|AF062386.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
@phgb|AB061440|305-770|ARO:3002870|tet34|Tetracyclines|Tetracycline_inactivation_enzymes|TET34,Tetracyclines,Tetracycline inactivation enzymes,TET34
Gly|VanH|DQ246438|124-1179|1056|Glycopeptides|VanA-type_resistance_protein|VANHA,Glycopeptides,VanA-type resistance protein,VANHA
@phgb|EF219142|10-886|ARO:3001922|CTX-M-61|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|698174213|gb|KM087861.1|betalactams|Class_C_betalactamases|MIR,betalactams,Class C betalactamases,MIR
gi|698174205|gb|KM087857.1|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
Sul|NC_011586.7045208|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Bla|OXY1-7|M27459|86-961|876|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
1457|M16482.1|STMSMK|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
MLS|MphC|AF167161|5665-6564|900|MLS|Macrolide_phosphotransferases|MPHC,MLS,Macrolide phosphotransferases,MPHC
Gly|VanC|AF162694|1411-2442|1032|Glycopeptides|VanC-type_resistance_protein|VANC,Glycopeptides,VanC-type resistance protein,VANC
Bla|BlaA1|NC_010410|1803480-1804499|1020|betalactams|Class_A_betalactamases|BLAA,betalactams,Class A betalactamases,BLAA
Bla|CTX-M-43|HQ734713|1-876|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|160948432|emb|AM176546.2|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|AY077483.1|gene1|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
